Gender,percentage,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,Salary
m,86,electronics and communication engineering,65.78,Uttar Pradesh,2013,415,340,500,0.824666401,325,120000
m,52.5,computer application,72.8,Uttar Pradesh,2013,415,495,445,0.864685413,525,200000
f,93,electronics and communication engineering,77.3,Telangana,2013,415,410,535,0.88162007,325,100000
m,61.6,computer application,73.3,Uttar Pradesh,2013,415,645,735,0.968237496,605,145000
m,63.7,civil engineering,75.22,Uttar Pradesh,2014,415,510,415,0.016564636,345,180000
m,77,computer science & engineering,76,Rajasthan,2014,415,555,440,0.308400583,355,350000
f,78,information technology,75,Uttar Pradesh,2014,415,545,510,0.486747008,335,180000
m,67,computer science & engineering,68,Haryana,2014,415,655,460,0.486747008,425,150000
f,65.56,computer science & engineering,83.22,Punjab,2014,415,475,330,0.842248322,445,105000
m,67.4,information technology,66,Chhattisgarh,2013,420,455,440,0.165633092,305,120000
m,63,computer science & engineering,83,Haryana,2013,420,450,450,0.23780284,385,140000
m,61.2,computer science & engineering,68.9,Uttar Pradesh,2013,420,530,415,0.486747008,535,280000
m,67.17,electronics & telecommunications,60.14,Maharashtra,2013,420,615,465,0.88162007,425,140000
f,65.4,computer science & engineering,79,West Bengal,2013,420,520,500,0.953899775,405,95000
m,78,electronics and communication engineering,75,West Bengal,2014,420,445,740,0.053160305,415,345000
f,88.9,electronics and communication engineering,75.3,Andhra Pradesh,2014,420,540,595,0.112139438,365,300000
f,69.8,information technology,67.84,Uttar Pradesh,2014,420,385,440,0.23780284,395,150000
m,70,computer science & engineering,69.9,Uttar Pradesh,2014,420,495,400,0.23780284,505,115000
m,65,computer science & engineering,71,Uttar Pradesh,2014,420,485,415,0.276047228,345,240000
m,61.6,electronics and electrical engineering,68.1,West Bengal,2014,420,470,510,0.298769129,375,100000
m,73.2,electronics and communication engineering,67.46,Andhra Pradesh,2014,420,350,295,0.338786347,295,200000
m,59,computer science & engineering,59,Uttar Pradesh,2014,420,385,400,0.356536488,355,105000
m,69.4,information technology,74.3,Madhya Pradesh,2014,420,445,510,0.486747008,505,350000
f,63.33,electronics and communication engineering,65.18,Uttar Pradesh,2014,420,470,440,0.493596387,315,185000
m,65.6,computer science & engineering,63.33,Uttar Pradesh,2014,420,530,380,0.622642916,485,95000
m,74.16,information technology,73.1,Tamil Nadu,2014,420,445,415,0.744758354,415,210000
m,80.6,computer science & engineering,71.9,Kerala,2014,420,545,495,0.842248322,415,300000
m,71,computer engineering,67,Uttar Pradesh,2010,425,385,435,0.81941653,505,180000
m,75,electrical engineering,64,Orissa,2011,425,415,495,0.229481755,165,400000
m,73,computer engineering,71.7,Uttar Pradesh,2011,425,495,635,0.3423149,365,305000
m,71.6,computer engineering,62,Uttar Pradesh,2011,425,345,365,0.3423149,365,180000
m,81.33,electronics and electrical engineering,90,Tamil Nadu,2011,425,415,425,0.376059587,515,400000
m,82,computer application,77,Telangana,2011,425,425,435,0.525922584,415,360000
m,62,computer engineering,71,Orissa,2011,425,355,425,0.600057182,435,80000
m,67,information technology,54,Maharashtra,2011,425,445,355,0.635978756,445,280000
m,79.1,mechanical engineering,75.45,Andhra Pradesh,2011,425,325,505,0.654107475,375,440000
m,60.8,computer application,67,Uttarakhand,2011,425,445,435,0.704090412,465,80000
m,81.8,computer engineering,70,Haryana,2011,425,525,515,0.735795709,475,720000
f,82,information technology,76,Karnataka,2011,425,465,525,0.81941653,505,450000
m,65,information technology,67.68,Uttar Pradesh,2012,425,365,275,0.074546265,255,230000
m,81.4,electronics and communication engineering,61.92,Tamil Nadu,2012,425,405,495,0.124502074,235,150000
m,71.2,information technology,68,Tamil Nadu,2012,425,605,475,0.308400583,355,300000
f,93,computer engineering,83.7,Telangana,2012,425,515,395,0.488347977,405,115000
f,95.3,electronics and communication engineering,80.95,Telangana,2012,425,465,535,0.538386893,335,100000
f,67.4,electronics and communication engineering,71.7,Uttar Pradesh,2012,425,445,415,0.538386893,425,390000
m,83,computer engineering,73.8,Uttarakhand,2012,425,465,625,0.563267824,425,415000
m,83.4,computer engineering,73.3,Uttar Pradesh,2012,425,515,595,0.600057182,435,150000
m,73.8,computer engineering,63.88,Delhi,2012,425,485,405,0.735795709,475,150000
f,75.6,computer engineering,73.86,Uttar Pradesh,2012,425,355,535,0.793580615,495,360000
m,58.8,information technology,73.3,Uttar Pradesh,2012,425,465,515,0.81941653,505,300000
f,94.16,information technology,89.2,Tamil Nadu,2012,425,515,655,0.930370607,565,385000
m,55,computer application,87,Orissa,2012,425,485,345,0.942116551,575,310000
m,62.2,information technology,75.6,Haryana,2012,425,620,665,0.995464719,685,480000
m,81.4,computer engineering,69.68,Madhya Pradesh,2013,425,515,565,0.622642916,525,180000
m,65.4,computer science & engineering,70.59,Madhya Pradesh,2013,425,515,475,0.744758354,525,345000
m,59.6,information technology,80.68,Uttarakhand,2013,425,560,370,0.992259189,665,275000
f,81,computer science & engineering,75.85,Haryana,2014,425,505,505,0.622642916,495,300000
f,79.83,computer application,89,Tamil Nadu,2012,430,525,425,0.901489571,545,500000
m,69.4,electronics and communication engineering,78,West Bengal,2013,430,495,575,0.0587928,495,300000
m,69.2,computer science & engineering,74.9,West Bengal,2013,430,435,510,0.080055281,455,65000
f,60,computer application,68,Telangana,2013,430,395,380,0.165633092,305,110000
f,76,computer application,81,Telangana,2013,430,470,475,0.23780284,445,235000
m,61.3,electronics and communication engineering,69,Andhra Pradesh,2013,430,425,295,0.338786347,175,250000
m,88.5,electronics and communication engineering,67.3,Andhra Pradesh,2013,430,495,720,0.338786347,365,365000
m,80.2,computer science & engineering,82,West Bengal,2013,430,510,415,0.3423149,365,310000
f,68,computer science & engineering,70.86,Uttar Pradesh,2013,430,510,405,0.356536488,465,215000
m,61.8,computer science & engineering,65.72,Uttar Pradesh,2013,430,350,450,0.486747008,455,120000
f,69.16,information science engineering,76.61,Karnataka,2013,430,425,445,0.563267824,425,240000
m,59.8,computer science & engineering,69.02,Karnataka,2013,430,460,415,0.622642916,455,200000
m,79.3,computer science & engineering,65.7,Telangana,2013,430,350,475,0.622642916,515,200000
m,80,computer application,81.6,Delhi,2013,430,570,465,0.744758354,555,210000
m,62.81,computer engineering,61.51,Maharashtra,2013,430,340,370,0.842248322,515,110000
f,95,computer science & engineering,83.66,Telangana,2013,430,485,620,0.864685413,525,300000
f,53.6,computer application,76.5,Karnataka,2013,430,525,560,0.952245573,585,180000
m,87.5,information technology,77,Telangana,2014,430,385,370,0.144789889,485,140000
m,65.72,computer science & engineering,60,Andhra Pradesh,2014,430,460,320,0.23780284,355,220000
m,83.9,electronics and communication engineering,68,Telangana,2014,430,400,465,0.338786347,315,105000
m,74.83,electronics and communication engineering,66.08,Karnataka,2014,430,555,460,0.338786347,445,310000
m,67.17,computer science & engineering,68.65,Karnataka,2014,430,435,405,0.3423149,365,400000
f,74.6,computer engineering,79.21,Uttar Pradesh,2014,430,445,495,0.356536488,385,200000
f,87.9,information technology,72.3,Telangana,2014,430,445,345,0.356536488,415,300000
m,68.77,computer application,77.04,Uttar Pradesh,2014,430,570,470,0.356536488,635,105000
m,82.8,computer science & engineering,74.8,Uttarakhand,2014,430,495,535,0.670743151,455,200000
m,51.3,information technology,72,Madhya Pradesh,2014,430,395,235,0.744758354,455,110000
m,67,information science engineering,65,Karnataka,2014,430,340,415,0.744758354,475,240000
m,87.1,information technology,65,Telangana,2014,430,570,615,0.744758354,525,140000
f,48.8,computer science & engineering,72.5,Karnataka,2014,430,385,295,0.911395278,515,450000
f,62.2,computer application,77,Uttar Pradesh,2014,430,445,295,0.953899775,425,200000
m,61.83,information technology,73,Maharashtra,2014,430,435,450,0.953899775,535,350000
f,86.3,computer science & engineering,75.27,Andhra Pradesh,2014,430,545,645,0.978799293,625,100000
m,77.6,computer science & engineering,78.3,Haryana,2014,430,510,605,0.978799293,645,230000
m,72,information technology,76.9,Uttar Pradesh,2014,430,530,630,0.996744487,645,265000
m,88.3,electronics and communication engineering,70.1,Andhra Pradesh,2015,430,505,575,0.436962648,405,325000
m,92,information technology,76.47,Telangana,2015,430,555,500,0.916869961,555,240000
m,88,electronics and communication engineering,81.5,Madhya Pradesh,2015,430,555,535,0.943272158,345,180000
m,57,computer engineering,60.34,Uttarakhand,2017,430,460,485,0.377551419,375,120000
m,58,computer engineering,57.04,Maharashtra,2009,435,525,195,0.600057182,435,95000
m,62.8,computer engineering,70.1,Uttar Pradesh,2010,435,425,494,0.377551419,375,180000
m,61.6,mechanical engineering,72,Madhya Pradesh,2010,435,505,635,0.535862819,375,1300000
f,81,electronics and communication engineering,73.9,Tamil Nadu,2010,435,525,475,0.824666401,345,520000
m,90.7,information technology,68.47,Andhra Pradesh,2011,435,335,405,0.143256541,295,650000
f,78.66,computer engineering,69.47,Maharashtra,2011,435,565,455,0.24545566,335,420000
m,78,electronics and communication engineering,68,Karnataka,2011,435,385,365,0.376059587,335,325000
m,62.7,mechanical engineering,71.2,Orissa,2011,435,615,595,0.414337426,345,440000
m,94.7,electronics and electrical engineering,77.5,Telangana,2011,435,555,635,0.538386893,315,175000
m,93.6,computer application,77,Andhra Pradesh,2011,435,505,615,0.600057182,435,480000
m,57.8,computer application,75.89,Karnataka,2011,435,394,324,0.670743151,455,200000
m,72,computer engineering,55,Maharashtra,2011,435,485,565,0.670743151,455,315000
m,83.3,electronics and communication engineering,76.6,Tamil Nadu,2011,435,325,405,0.694479328,145,110000
m,65.16,computer engineering,74.81,Karnataka,2011,435,485,465,0.864685413,525,530000
m,75,electronics and electrical engineering,76,Andhra Pradesh,2012,435,475,335,0.124502074,395,405000
m,94.2,electronics and communication engineering,79.51,Telangana,2012,435,435,495,0.124502074,545,425000
m,62.26,computer engineering,58.35,Maharashtra,2012,435,375,395,0.24545566,335,235000
f,89,computer engineering,77.24,Telangana,2012,435,365,475,0.308400583,355,430000
m,82.6,information technology,60.45,Andhra Pradesh,2012,435,445,544,0.308400583,355,295000
m,61,computer engineering,55,Punjab,2012,435,545,455,0.377551419,375,240000
f,61,computer engineering,77,Haryana,2012,435,395,515,0.413838256,385,330000
m,65,computer engineering,66.6,Punjab,2012,435,464,525,0.563267824,425,250000
m,65.2,computer engineering,73.32,Uttar Pradesh,2012,435,385,575,0.600057182,435,350000
m,95.65,computer engineering,70.1,Tamil Nadu,2012,435,365,375,0.635978756,445,375000
f,92.8,computer science & engineering,69.25,Telangana,2012,435,465,525,0.670743151,455,210000
m,66,computer engineering,65.55,Madhya Pradesh,2012,435,465,465,0.704090412,465,450000
f,84.6,computer engineering,83.9,Delhi,2012,435,575,454,0.735795709,475,420000
f,81.6,information technology,85.8,Karnataka,2012,435,505,625,0.765673581,485,320000
m,81,computer engineering,77.8,West Bengal,2012,435,565,635,0.765673581,485,335000
f,67.6,information technology,74,Uttar Pradesh,2012,435,545,455,0.765673581,485,240000
f,75,information technology,65,Karnataka,2012,435,565,575,0.765673581,485,420000
m,78.8,computer engineering,82.16,Haryana,2012,435,515,545,0.901489571,545,355000
m,82.3,computer engineering,75.5,Delhi,2012,435,615,525,0.952245573,585,430000
m,76.6,computer science & engineering,71.94,Uttar Pradesh,2013,435,515,425,0.413838256,385,195000
m,70.2,computer science & engineering,73.04,Uttar Pradesh,2013,435,555,565,0.488347977,405,420000
m,75,computer application,74.33,Maharashtra,2013,435,515,325,0.842248322,485,180000
m,81,electronics and communication engineering,64,Haryana,2013,435,475,475,0.985461394,305,180000
m,75,computer engineering,70.65,Uttar Pradesh,2014,435,305,345,0.276047228,345,240000
m,81.6,computer science & engineering,67.8,Madhya Pradesh,2011,440,425,415,0.356536488,465,350000
f,70.67,computer engineering,55.5,Maharashtra,2012,440,440,385,0.144789889,435,120000
m,72,information technology,70.5,Uttarakhand,2012,440,570,530,0.81941653,505,490000
m,81,electronics and electrical engineering,79.2,Haryana,2012,440,655,705,0.837620726,285,180000
m,60.8,computer science & engineering,68,Maharashtra,2013,440,460,405,0.486747008,385,120000
m,79.6,computer science & engineering,75.3,Delhi,2013,440,415,575,0.525922584,415,310000
m,63,information technology,62.4,Maharashtra,2013,440,420,500,0.525922584,415,105000
m,67,computer science & engineering,68,Delhi,2013,440,410,370,0.622642916,425,240000
m,72,computer science & engineering,70,Tamil Nadu,2013,440,425,415,0.622642916,455,300000
m,72.15,computer science & engineering,66,Rajasthan,2013,440,505,440,0.622642916,485,100000
f,92.9,electronics and communication engineering,69.37,Telangana,2013,440,440,545,0.694479328,325,310000
m,76.6,computer science & engineering,66.12,Uttar Pradesh,2013,440,545,605,0.735795709,475,360000
m,68,computer engineering,74.9,West Bengal,2013,440,560,545,0.793580615,495,180000
m,68.2,computer application,83.2,Madhya Pradesh,2013,440,560,635,0.864685413,525,120000
m,86.6,computer engineering,67.8,Uttar Pradesh,2013,440,470,485,0.930370607,565,420000
f,81.7,computer science & engineering,66.07,Andhra Pradesh,2013,440,485,605,0.978799293,495,300000
f,73,computer science & engineering,68,Orissa,2014,440,470,200,0.23780284,195,180000
m,50.8,computer application,80.03,West Bengal,2014,440,425,370,0.23780284,415,120000
m,80.2,computer application,78.5,Andhra Pradesh,2014,440,415,560,0.276047228,345,120000
m,64.5,computer science & engineering,65,Uttar Pradesh,2014,440,435,210,0.3423149,365,110000
m,68.8,information technology,79,Madhya Pradesh,2014,440,565,430,0.356536488,255,315000
m,60.66,computer application,77.5,Punjab,2014,440,605,520,0.356536488,575,240000
m,67,electronics and communication engineering,80.07,Punjab,2014,440,590,585,0.436962648,405,200000
m,51,electronics and communication engineering,60.19,Karnataka,2014,440,455,225,0.493596387,145,150000
m,95.08,electronics and communication engineering,89,Tamil Nadu,2014,440,395,545,0.493596387,355,200000
m,79.2,electronics and communication engineering,72.86,Jammu and Kashmir,2014,440,570,630,0.493596387,545,350000
m,66.2,computer science & engineering,64.11,Karnataka,2014,440,470,500,0.622642916,435,150000
m,70,information technology,65,Himachal Pradesh,2014,440,440,620,0.744758354,465,400000
m,79,electronics & telecommunications,70,Maharashtra,2014,440,540,535,0.756180114,465,315000
f,64.8,computer application,80,Haryana,2014,440,415,554,0.793580615,495,120000
m,61.33,computer application,70.05,Maharashtra,2014,440,495,430,0.911395278,515,425000
m,75,computer science & engineering,68,Karnataka,2014,440,585,560,0.911395278,535,325000
m,56,computer science & engineering,65,Rajasthan,2014,440,555,310,0.911395278,555,180000
m,59.9,information technology,63,Uttar Pradesh,2014,440,450,395,0.991230625,385,120000
m,66,computer application,70,Uttar Pradesh,2015,440,570,345,0.144789889,555,180000
m,87.2,electronics and communication engineering,87.9,Uttar Pradesh,2015,440,425,560,0.338786347,335,400000
m,67.4,computer science & engineering,66,Rajasthan,2015,440,400,355,0.356536488,295,300000
m,60,computer application,70,Uttar Pradesh,2015,440,395,440,0.735795709,475,160000
m,81.5,computer science and technology,80,Punjab,2015,440,625,510,0.952245573,585,280000
m,59,computer engineering,65.7,Karnataka,2010,444,455,285,0.377551419,375,470000
m,83,information technology,72.13,Delhi,2010,444,555,695,0.999904558,804,600000
m,92,electrical engineering,63.96,Telangana,2009,445,605,525,0.298769129,315,160000
f,73,electronics and communication engineering,61.8,Karnataka,2010,445,465,565,0.376059587,375,260000
m,64,electronics and communication engineering,53,Karnataka,2010,445,455,405,0.538386893,325,335000
m,71.5,computer engineering,60.13,Andhra Pradesh,2010,445,465,355,0.635978756,445,115000
m,72.2,electronics & telecommunications,63,Rajasthan,2010,445,235,555,0.694479328,455,120000
f,93,computer engineering,70,Andhra Pradesh,2010,445,465,585,0.765673581,485,520000
f,71.66,information technology,69.03,Karnataka,2010,445,395,415,0.864685413,525,400000
m,76,electronics and communication engineering,76.5,Punjab,2010,445,445,385,0.985461394,355,500000
m,56,electronics and communication engineering,61.4,Uttar Pradesh,2011,445,445,515,0.124502074,375,390000
m,54.14,information technology,58,Karnataka,2011,445,335,455,0.450876584,395,520000
m,50,information technology,65,Chhattisgarh,2011,445,495,325,0.488347977,405,145000
m,55.33,computer application,57.92,Maharashtra,2011,445,325,195,0.488347977,405,85000
m,67,computer engineering,52,Maharashtra,2011,445,455,375,0.488347977,405,85000
f,77,information technology,82.9,Punjab,2011,445,505,525,0.563267824,425,380000
m,61,information technology,67.5,Madhya Pradesh,2011,445,465,475,0.563267824,425,80000
m,83.7,computer engineering,68.75,Telangana,2011,445,465,415,0.600057182,435,400000
f,55,computer application,72,Uttar Pradesh,2011,445,395,455,0.635978756,445,200000
m,72.8,computer engineering,78,Karnataka,2011,445,495,585,0.793580615,495,500000
f,81.6,computer application,75.2,Punjab,2011,445,635,605,0.968237496,605,180000
m,83.8,information technology,71.4,Madhya Pradesh,2011,445,675,655,0.992259189,665,505000
f,82.4,information technology,74.27,Uttar Pradesh,2012,445,485,655,0.450876584,395,350000
m,68,computer science & engineering,66,Uttar Pradesh,2012,445,475,565,0.450876584,395,240000
m,75,information technology,79,Tamil Nadu,2012,445,355,385,0.525922584,415,540000
m,89.3,electronics and electrical engineering,87.5,Tamil Nadu,2012,445,525,375,0.538386893,355,120000
m,67.74,electronics & telecommunications,72.22,Maharashtra,2012,445,435,575,0.538386893,505,350000
m,68.69,computer science & engineering,82.5,Orissa,2012,445,475,485,0.563267824,425,215000
m,65,information technology,69.8,Uttar Pradesh,2012,445,385,405,0.704090412,465,260000
f,73.61,computer engineering,76.09,Delhi,2012,445,475,595,0.793580615,495,200000
m,62.2,computer science & engineering,73.12,Delhi,2012,445,485,545,0.793580615,495,300000
m,54,computer application,82,Delhi,2012,445,455,565,0.81941653,505,180000
f,92.2,computer engineering,78.85,Telangana,2012,445,605,625,0.843123727,515,410000
m,74.6,information technology,76.75,Bihar,2011,450,560,470,0.735795709,475,150000
m,66.66,computer engineering,66.22,Uttar Pradesh,2011,450,545,765,0.901489571,545,140000
m,74.8,information technology,69.51,Madhya Pradesh,2012,450,350,245,0.080055281,334,300000
m,63,information technology,53.01,Maharashtra,2012,450,595,500,0.413838256,385,85000
m,60.8,information technology,71.02,Chhattisgarh,2012,450,535,680,0.735795709,475,550000
m,80.6,computer engineering,71.72,Uttar Pradesh,2012,450,450,705,0.765673581,485,415000
m,72.48,computer engineering,59.7,Rajasthan,2012,450,525,605,0.901489571,545,240000
f,79.8,electrical engineering,76,Tamil Nadu,2013,450,475,165,0.017704842,355,110000
m,63,information technology,66,Haryana,2013,450,495,515,0.23780284,375,160000
m,53.85,information technology,66.88,Rajasthan,2013,450,410,400,0.377551419,375,180000
m,68,computer science & engineering,69,Uttar Pradesh,2013,450,620,430,0.486747008,405,180000
f,81,computer science & engineering,78.5,Tamil Nadu,2013,450,535,415,0.525922584,415,100000
m,61.5,computer science & engineering,76.1,West Bengal,2013,450,355,295,0.670743151,455,70000
m,70.4,computer science & engineering,69.3,Madhya Pradesh,2013,450,450,560,0.765673581,485,380000
m,78,computer science & engineering,80,Uttarakhand,2013,450,545,515,0.998876108,585,120000
m,64,computer science & engineering,69,Uttar Pradesh,2014,450,435,470,0.080055281,465,240000
f,74,information technology,74.9,Tamil Nadu,2014,450,425,545,0.356536488,385,220000
f,76,computer science & engineering,76.62,Punjab,2014,450,450,365,0.356536488,395,180000
m,69.3,computer science & engineering,65.4,Uttar Pradesh,2014,450,385,485,0.486747008,115,180000
m,70,computer science & engineering,75.3,Uttarakhand,2014,450,495,575,0.486747008,544,280000
m,82.2,computer science & engineering,72.4,Tamil Nadu,2014,450,510,575,0.622642916,505,420000
m,85,computer science & engineering,65.25,Punjab,2014,450,525,515,0.622642916,515,315000
m,68.66,information technology,72,Haryana,2014,450,375,355,0.670743151,455,90000
m,88,information technology,69.8,Tamil Nadu,2014,450,510,620,0.744758354,315,180000
f,64.33,computer application,75.65,Uttar Pradesh,2014,450,580,385,0.744758354,375,200000
f,69.88,computer science & engineering,70.42,Karnataka,2014,450,410,320,0.744758354,445,200000
m,95.2,information technology,69.96,Telangana,2014,450,555,445,0.744758354,455,200000
m,56.6,electronics engineering,63.24,Uttar Pradesh,2009,454,455,615,0.538386893,235,195000
m,95,information technology,70,Uttar Pradesh,2010,454,515,625,0.308400583,355,400000
m,86.1,electronics and communication engineering,98.4,Andhra Pradesh,2010,454,495,464,0.910770164,505,380000
m,63,information technology,68.1,Uttar Pradesh,2011,454,535,464,0.765673581,485,520000
m,63,computer engineering,88.2,Tamil Nadu,2012,454,435,425,0.525922584,415,305000
m,90.4,information technology,79.7,Orissa,2012,454,495,615,0.600057182,435,405000
f,85.36,computer engineering,69,Maharashtra,2012,454,585,325,0.987207086,645,3500000
m,71.3,information technology,67,Madhya Pradesh,2009,455,605,625,0.916869961,555,640000
f,88.9,electronics & telecommunications,65.8,Telangana,2010,455,455,585,0.376059587,355,120000
f,84.63,computer engineering,78.15,Karnataka,2010,455,535,445,0.635978756,445,320000
f,63.4,electrical engineering,69.97,West Bengal,2010,455,565,565,0.694479328,365,240000
f,74.05,computer application,70.06,Uttar Pradesh,2010,455,465,535,0.765673581,485,420000
m,82.83,computer engineering,68.5,Karnataka,2010,455,305,595,0.765673581,485,545000
m,77.5,information technology,70,Karnataka,2010,455,515,405,0.884122512,535,560000
m,61.2,electronics and communication engineering,72.98,Uttar Pradesh,2010,455,635,655,0.910770164,445,400000
m,95.9,electronics and communication engineering,74.69,Andhra Pradesh,2010,455,395,645,0.910770164,475,555000
m,57.8,electronics and communication engineering,61,Karnataka,2011,455,415,395,0.124502074,355,180000
f,68,computer engineering,67.84,Uttar Pradesh,2011,455,385,355,0.190153406,315,180000
m,80,electronics and communication engineering,75.69,Karnataka,2011,455,445,555,0.376059587,315,395000
m,52,computer application,61,Orissa,2011,455,385,345,0.413838256,385,100000
m,70,computer engineering,72,Uttar Pradesh,2011,455,575,445,0.600057182,435,200000
m,45.5,computer application,67,Karnataka,2011,455,445,544,0.765673581,485,430000
f,75.2,information technology,76.6,Punjab,2011,455,435,565,0.864685413,525,35000
m,60,computer engineering,63.33,Maharashtra,2012,455,395,385,0.308400583,355,190000
f,74.6,computer engineering,66,Uttar Pradesh,2012,455,345,515,0.3423149,365,150000
m,72,information technology,64,Haryana,2012,455,425,365,0.563267824,425,120000
m,55.4,computer application,64.15,Uttarakhand,2012,455,394,435,0.600057182,435,280000
f,71.8,computer science & engineering,74.38,Madhya Pradesh,2012,455,495,545,0.622642916,445,300000
f,79.33,information technology,68.24,Maharashtra,2012,455,425,554,0.735795709,475,325000
m,74.4,information technology,76.09,Madhya Pradesh,2012,455,515,415,0.884122512,535,475000
m,95.6,computer engineering,71.44,Telangana,2012,455,385,515,0.901489571,545,235000
m,80,computer engineering,78,Haryana,2012,455,684,635,0.974396113,615,480000
m,77,electronics and communication engineering,70.45,Karnataka,2013,455,595,545,0.112139438,425,150000
m,65.8,electronics & telecommunications,67.69,Maharashtra,2013,455,495,465,0.436962648,495,240000
m,81,computer science & engineering,76.7,West Bengal,2013,455,530,440,0.622642916,455,330000
m,65,electronics & telecommunications,71,Uttar Pradesh,2013,455,580,505,0.649389715,405,350000
m,75,information technology,67.63,Madhya Pradesh,2013,455,435,475,0.700826162,464,140000
f,91,computer science & engineering,82.3,Karnataka,2013,455,645,635,0.81941653,505,305000
m,63.8,computer science & engineering,66,Rajasthan,2014,455,455,465,0.144789889,335,100000
m,60.44,computer science & engineering,72,Orissa,2014,455,455,380,0.23780284,455,185000
f,95.08,electronics and communication engineering,87.1,Tamil Nadu,2014,455,480,545,0.338786347,465,100000
m,65.8,information technology,68,Madhya Pradesh,2014,455,505,630,0.356536488,355,180000
m,92.3,telecommunication engineering,90,Karnataka,2014,455,485,500,0.493596387,435,275000
m,61.8,information technology,69,Orissa,2014,455,370,485,0.622642916,395,150000
m,60,information technology,77,West Bengal,2014,455,485,510,0.622642916,435,275000
f,71,computer application,85,Orissa,2014,455,470,440,0.622642916,455,200000
f,93.6,electronics and communication engineering,78.3,Andhra Pradesh,2014,455,485,535,0.649389715,395,325000
m,74.5,electronics and electrical engineering,60,Andhra Pradesh,2014,455,520,405,0.684565068,345,185000
f,74.45,information technology,80,Bihar,2014,455,385,460,0.735795709,475,190000
m,71.4,information technology,71.54,Haryana,2014,455,485,560,0.744758354,465,320000
m,80,computer science & engineering,64.97,Telangana,2014,455,540,450,0.744758354,475,200000
m,78.2,electronics and communication engineering,62.24,Haryana,2014,455,605,690,0.783303537,465,250000
m,64,computer science & engineering,70.9,Uttar Pradesh,2014,455,475,475,0.842248322,635,325000
m,78.83,metallurgical engineering,73,Orissa,2014,455,485,605,0.863724178,425,300000
m,61,computer science and technology,63,Uttarakhand,2014,455,505,465,0.884122512,535,360000
f,67,computer science & engineering,79,Madhya Pradesh,2014,455,460,510,0.899843844,544,150000
f,61,electronics & telecommunications,73.95,West Bengal,2014,455,530,655,0.943272158,305,155000
f,61,information technology,75,Telangana,2014,455,510,500,0.952245573,585,325000
m,70.08,electronics and communication engineering,63.13,Uttar Pradesh,2015,455,595,500,0.20739217,225,315000
f,85.3,information technology,83.9,Tamil Nadu,2010,464,435,554,0.700826162,464,530000
m,77,information technology,66,Karnataka,2011,464,535,225,0.450876584,395,60000
f,75.67,computer engineering,66.67,Maharashtra,2011,464,475,445,0.735795709,475,250000
m,80,electronics and communication engineering,73.2,Delhi,2011,464,555,625,0.960603252,445,400000
f,77.16,computer engineering,72,Uttar Pradesh,2012,464,505,505,0.525922584,415,300000
m,66,computer science & engineering,62.5,Punjab,2012,464,575,395,0.600057182,435,60000
m,61,computer application,85,Orissa,2012,464,475,575,0.960903087,595,240000
m,70,computer engineering,78.39,Punjab,2012,464,565,674,0.979521744,625,535000
m,73,electronics and communication engineering,64,Uttar Pradesh,2013,464,405,524,0.229481755,405,200000
f,62.83,computer engineering,55.7,Karnataka,2009,465,274,385,0.165633092,305,260000
m,62.3,electronics and communication engineering,64.5,Uttar Pradesh,2010,465,465,485,0.124502074,405,350000
f,72.2,electronics and communication engineering,77,Delhi,2010,465,605,465,0.229481755,445,730000
f,77,computer engineering,68,Kerala,2010,465,325,295,0.276047228,345,320000
f,85,electronics and communication engineering,74,Karnataka,2010,465,495,485,0.376059587,385,680000
f,79.5,computer engineering,70.1,Tamil Nadu,2010,465,315,325,0.450876584,395,150000
f,68,electronics and communication engineering,61,Karnataka,2010,465,545,645,0.538386893,445,200000
m,89.08,computer engineering,80.27,Tamil Nadu,2010,465,385,625,0.600057182,435,415000
f,81,information technology,82,Tamil Nadu,2010,465,585,565,0.635978756,445,415000
m,53,computer engineering,74.5,West Bengal,2010,465,625,625,0.670743151,455,360000
m,71,electronics and electrical engineering,60.38,Maharashtra,2010,465,395,595,0.824666401,415,240000
m,70,electrical engineering,66.7,West Bengal,2010,465,195,555,0.960603252,235,150000
f,86.25,electronics and communication engineering,76,Tamil Nadu,2011,465,595,575,0.376059587,395,180000
m,67.67,information technology,67.75,Karnataka,2011,465,525,405,0.525922584,415,425000
m,63,information technology,6.95,Uttar Pradesh,2011,465,485,565,0.635978756,445,145000
m,70.66,computer engineering,61.29,Karnataka,2011,465,555,435,0.765673581,485,460000
m,67,computer application,78,Telangana,2011,465,515,615,0.81941653,505,660000
f,63,electrical engineering,65,Orissa,2011,465,395,515,0.824666401,355,430000
m,65.16,computer engineering,74.81,Karnataka,2011,465,645,505,0.901489571,545,530000
m,91.9,information technology,62,Andhra Pradesh,2011,465,425,465,0.901489571,545,290000
m,68.2,information technology,72.56,Uttar Pradesh,2011,465,575,575,0.916869961,555,395000
m,84,computer engineering,73.66,Madhya Pradesh,2011,465,505,595,0.942116551,575,350000
m,70.4,electronics and communication engineering,62,Uttar Pradesh,2012,465,425,575,0.229481755,305,120000
m,63.8,computer application,72,Telangana,2012,465,335,365,0.308400583,355,240000
m,66,computer engineering,61.3,Uttarakhand,2012,465,575,545,0.3423149,365,240000
m,76,information technology,76.5,Uttar Pradesh,2012,465,435,415,0.413838256,385,370000
